Country,Year,ANTIGEN,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,COVERAGE
Maldives,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Mali,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Malta,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,72
Marshall Islands,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Mauritania,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Mauritius,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mexico,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Micronesia (Federated States of),2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Monaco,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mongolia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Montenegro,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Morocco,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mozambique,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Myanmar,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Namibia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Nauru,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Nepal,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Netherlands (Kingdom of the),2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
New Zealand,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Nicaragua,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Niger,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,67
Nigeria,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,53
Niue,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
North Macedonia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Norway,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
"occupied Palestinian territory, including east Jerusalem",2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Oman,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Pakistan,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,53
Palau,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Panama,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Papua New Guinea,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,56
Paraguay,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Peru,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Philippines,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Poland,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Portugal,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Qatar,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Republic of Korea,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Republic of Moldova,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Romania,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Russian Federation,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Rwanda,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Saint Kitts and Nevis,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Saint Lucia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Saint Vincent and the Grenadines,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Samoa,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39
San Marino,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Sao Tome and Principe,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Saudi Arabia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Senegal,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Serbia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Seychelles,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Sierra Leone,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Singapore,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Slovakia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Slovenia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Solomon Islands,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Somalia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,31
South Africa,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Spain,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Sri Lanka,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Sudan,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Suriname,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Sweden,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Switzerland,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Syrian Arab Republic,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Tajikistan,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Thailand,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Timor-Leste,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Togo,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Tonga,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Trinidad and Tobago,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Tunisia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Türkiye,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Turkmenistan,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Tuvalu,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Uganda,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,71
Ukraine,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
United Arab Emirates,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
United Kingdom of Great Britain and Northern Ireland,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
United Republic of Tanzania,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
United States of America,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Uruguay,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Uzbekistan,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Vanuatu,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Venezuela (Bolivarian Republic of),2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,50
Viet Nam,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Yemen,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,78
Zambia,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Zimbabwe,2008,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Afghanistan,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,63
Albania,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Algeria,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Andorra,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Angola,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,48
Antigua and Barbuda,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Argentina,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Armenia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Australia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Austria,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Azerbaijan,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Bahamas,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Bahrain,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Bangladesh,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Barbados,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Belarus,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Belgium,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Belize,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Benin,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Bhutan,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Bolivia (Plurinational State of),2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Bosnia and Herzegovina,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Botswana,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Brazil,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Brunei Darussalam,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Bulgaria,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Burkina Faso,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Burundi,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Cabo Verde,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Cambodia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Cameroon,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Canada,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Central African Republic,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,48
Chad,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,28
Chile,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
China,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Colombia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Comoros,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Congo,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,72
Cook Islands,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Costa Rica,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Côte d'Ivoire,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,76
Croatia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Cuba,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Cyprus,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Czechia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Democratic People's Republic of Korea,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Democratic Republic of the Congo,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,65
Denmark,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Djibouti,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Dominica,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Dominican Republic,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Ecuador,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Egypt,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
El Salvador,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Equatorial Guinea,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,48
Eritrea,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Estonia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Eswatini,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Ethiopia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,50
Fiji,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Finland,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
France,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Gabon,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Gambia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Georgia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Germany,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Ghana,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Greece,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Grenada,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Guatemala,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Guinea,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,63
Guinea-Bissau,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Guyana,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Haiti,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,64
Honduras,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Hungary,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Iceland,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
India,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,64
Indonesia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Iran (Islamic Republic of),2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Iraq,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,57
Ireland,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Israel,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Italy,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Jamaica,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Japan,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Jordan,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Kazakhstan,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Kenya,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Kiribati,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Kuwait,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Kyrgyzstan,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Lao People's Democratic Republic,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,50
Latvia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Lebanon,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Lesotho,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Liberia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,65
Libya,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Lithuania,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Luxembourg,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Madagascar,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Malawi,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Malaysia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Maldives,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Mali,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Malta,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Marshall Islands,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Mauritania,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Mauritius,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Mexico,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Micronesia (Federated States of),2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Monaco,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mongolia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Montenegro,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Morocco,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Mozambique,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Myanmar,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Namibia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Nauru,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Nepal,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Netherlands (Kingdom of the),2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
New Zealand,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Nicaragua,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Niger,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,57
Nigeria,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,42
Niue,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
North Macedonia,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Norway,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
"occupied Palestinian territory, including east Jerusalem",2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Oman,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Pakistan,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,54
Palau,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Panama,2007,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
